uni_id	FCA_id	FCA_name	steps_from_Eukaryota
Q8NFH3	33154	Opisthokonta	1
Q8N543	2759	Eukaryota	0
Q9H488	2759	Eukaryota	0
Q96CV9	33208	Metazoa	2
O76002	33208	Metazoa	2
Q8NGK9	33208	Metazoa	2
Q8TAU0	2759	Eukaryota	0
Q9C000	2759	Eukaryota	0
P78367	2759	Eukaryota	0
Q99742	2759	Eukaryota	0
Q12980	33154	Opisthokonta	1
Q7Z494	2759	Eukaryota	0
Q496H8	6072	Eumetazoa	3
Q8WV22	2759	Eukaryota	0
Q96MG7	2759	Eukaryota	0
Q96AB6	2759	Eukaryota	0
Q96HA8	2759	Eukaryota	0
Q5VVY1	2759	Eukaryota	0
P22891	6072	Eumetazoa	3
Q96G61	2759	Eukaryota	0
Q5T870	33213	Bilateria	4
Q9BQG2	2759	Eukaryota	0
Q86X67	2759	Eukaryota	0
P81277	117571	Euteleostomi	11
Q7Z6L0	6072	Eumetazoa	3
A0A024RBG1	2759	Eukaryota	0
Q9H1E3	33213	Bilateria	4
Q99811	2759	Eukaryota	0
A8MXV4	33154	Opisthokonta	1
Q8NGQ4	2759	Eukaryota	0
Q8NH80	33208	Metazoa	2
Q8NGN3	33213	Bilateria	4
Q8NGN5	2759	Eukaryota	0
Q9Y4A9	33213	Bilateria	4
Q9GZK7	33154	Opisthokonta	1
Q8NGA6	33213	Bilateria	4
P30954	33208	Metazoa	2
Q8NGC7	33154	Opisthokonta	1
Q8NGR1	33208	Metazoa	2
Q8NGS6	33208	Metazoa	2
Q8NGS5	2759	Eukaryota	0
Q8NGT0	33208	Metazoa	2
Q8NGS4	33208	Metazoa	2
Q8NGT2	33208	Metazoa	2
Q9UKK6	33154	Opisthokonta	1
A6ND48	33208	Metazoa	2
Q9NPJ8	33154	Opisthokonta	1
Q6ZVC0	33213	Bilateria	4
Q9P242	2759	Eukaryota	0
Q8NGA8	33208	Metazoa	2
O95013	33208	Metazoa	2
Q8NGJ7	33208	Metazoa	2
Q8NGJ6	33208	Metazoa	2
Q8NH64	33208	Metazoa	2
Q9Y5P1	33208	Metazoa	2
Q9Y5P0	33208	Metazoa	2
Q8NH54	33213	Bilateria	4
Q9H340	33208	Metazoa	2
Q8NH76	33208	Metazoa	2
Q9H255	33154	Opisthokonta	1
Q8NH90	2759	Eukaryota	0
Q8NH61	33208	Metazoa	2
Q8NGP9	33208	Metazoa	2
Q9H343	33208	Metazoa	2
Q9H342	33208	Metazoa	2
Q8NH59	33208	Metazoa	2
A6NIJ9	6072	Eumetazoa	3
Q6IFG1	33208	Metazoa	2
Q8NH67	33208	Metazoa	2
P00973	33154	Opisthokonta	1
Q8NGI0	33208	Metazoa	2
Q96MR7	32524	Amniota	15
Q8WWZ8	2759	Eukaryota	0
P41143	2759	Eukaryota	0
O76001	33208	Metazoa	2
Q8NH16	33213	Bilateria	4
A3KFT3	2759	Eukaryota	0
Q8NGF7	33208	Metazoa	2
A6NL26	2759	Eukaryota	0
Q8NGL4	33208	Metazoa	2
Q8NH03	33213	Bilateria	4
P04000	2759	Eukaryota	0
Q96R30	33208	Metazoa	2
Q8NGV0	33154	Opisthokonta	1
Q8NGC5	2759	Eukaryota	0
Q8NH42	33208	Metazoa	2
Q8NGL0	2759	Eukaryota	0
Q8NGY5	33208	Metazoa	2
Q8NH51	33208	Metazoa	2
Q8NH43	33208	Metazoa	2
Q96RA2	2759	Eukaryota	0
Q8NG95	33208	Metazoa	2
Q8NGZ4	33208	Metazoa	2
Q8NGG8	33208	Metazoa	2
Q9NZ20	6072	Eumetazoa	3
Q9BZM2	2759	Eukaryota	0
O95182	2759	Eukaryota	0
Q16795	2759	Eukaryota	0
Q8IY84	2759	Eukaryota	0
Q8NA29	2759	Eukaryota	0
Q4KMZ8	33208	Metazoa	2
Q13287	33213	Bilateria	4
Q9NZ94	2759	Eukaryota	0
Q96T66	2759	Eukaryota	0
O60936	117571	Euteleostomi	11
P54277	33154	Opisthokonta	1
Q5JPE7	33208	Metazoa	2
E9PJ23	9443	Primates	21
E9PQR5	2759	Eukaryota	0
F8W1W9	33213	Bilateria	4
O60500	33208	Metazoa	2
P55055	2759	Eukaryota	0
Q92823	2759	Eukaryota	0
Q8WWG1	33154	Opisthokonta	1
Q99748	33208	Metazoa	2
Q8TCD5	33213	Bilateria	4
O96028	2759	Eukaryota	0
P30989	33208	Metazoa	2
P49790	2759	Eukaryota	0
Q12769	2759	Eukaryota	0
Q9Y6Y0	33154	Opisthokonta	1
Q9P2S2	2759	Eukaryota	0
Q86YG4	2759	Eukaryota	0
Q8TEA1	2759	Eukaryota	0
Q9NXX6	2759	Eukaryota	0
Q96CW9	6072	Eumetazoa	3
Q8WUM0	2759	Eukaryota	0
Q99633	2759	Eukaryota	0
Q8TB37	2759	Eukaryota	0
P03923	7742	Vertebrata	8
Q02818	33154	Opisthokonta	1
P30953	33154	Opisthokonta	1
O43749	33154	Opisthokonta	1
Q8NGF8	33208	Metazoa	2
Q8NGM1	33208	Metazoa	2
Q6IF00	6072	Eumetazoa	3
A6NH00	33213	Bilateria	4
Q8NGC2	33208	Metazoa	2
Q8NGA1	33208	Metazoa	2
Q8NH21	33208	Metazoa	2
Q8NHB8	33154	Opisthokonta	1
Q8NG97	32524	Amniota	15
Q8NGQ3	33208	Metazoa	2
Q8NGY2	33208	Metazoa	2
A6NMS3	33208	Metazoa	2
Q9P1Q5	117571	Euteleostomi	11
Q8NH79	33208	Metazoa	2
Q8NGX8	33208	Metazoa	2
O76099	33208	Metazoa	2
O60412	33208	Metazoa	2
Q9UGF6	2759	Eukaryota	0
Q96R09	33208	Metazoa	2
P34982	33154	Opisthokonta	1
Q8NGW1	6072	Eumetazoa	3
Q96RD1	2759	Eukaryota	0
Q9NZP0	6072	Eumetazoa	3
P03999	2759	Eukaryota	0
Q8IYS5	33208	Metazoa	2
Q9H4L5	2759	Eukaryota	0
Q7RTS5	2759	Eukaryota	0
Q8WZ82	2759	Eukaryota	0
Q8TDS5	33208	Metazoa	2
Q01804	2759	Eukaryota	0
O43613	33154	Opisthokonta	1
Q96HA1	33213	Bilateria	4
Q7RTW8	2759	Eukaryota	0
Q8N7R1	33213	Bilateria	4
Q5VU65	2759	Eukaryota	0
E9PI22	33154	Opisthokonta	1
P0DMB1	33154	Opisthokonta	1
Q32P28	33208	Metazoa	2
Q8IVL5	33208	Metazoa	2
Q9Y5P8	2759	Eukaryota	0
Q9H244	33154	Opisthokonta	1
Q6IN85	2759	Eukaryota	0
Q8TCG2	2759	Eukaryota	0
Q9H3D4	2759	Eukaryota	0
Q13129	2759	Eukaryota	0
Q86X10	2759	Eukaryota	0
Q7Z2W9	2759	Eukaryota	0
Q9BYD6	33213	Bilateria	4
Q9H9A7	2759	Eukaryota	0
Q96E39	2759	Eukaryota	0
O75526	2759	Eukaryota	0
Q96PX1	2759	Eukaryota	0
Q6ZNA4	2759	Eukaryota	0
Q8IYW5	2759	Eukaryota	0
Q5XPI4	2759	Eukaryota	0
Q86T96	2759	Eukaryota	0
Q8NC42	2759	Eukaryota	0
Q05823	2759	Eukaryota	0
P60153	33213	Bilateria	4
Q86VV4	2759	Eukaryota	0
O60518	2759	Eukaryota	0
Q96EP0	2759	Eukaryota	0
Q8N5U6	2759	Eukaryota	0
Q9H0F5	2759	Eukaryota	0
P36578	2759	Eukaryota	0
P23396	2759	Eukaryota	0
Q96DV4	2759	Eukaryota	0
Q9NYK5	33213	Bilateria	4
Q96DM3	2759	Eukaryota	0
O94941	33208	Metazoa	2
Q04912	33208	Metazoa	2
Q03395	2759	Eukaryota	0
Q9BWH6	2759	Eukaryota	0
Q9P015	2759	Eukaryota	0
Q8TCC3	33208	Metazoa	2
Q9Y3B7	2759	Eukaryota	0
Q9BRJ2	2759	Eukaryota	0
Q9H2W6	2759	Eukaryota	0
Q9HD33	2759	Eukaryota	0
Q8WVD3	33208	Metazoa	2
Q9ULX5	33213	Bilateria	4
Q96A37	2759	Eukaryota	0
Q9H6Y7	2759	Eukaryota	0
Q8WVD5	2759	Eukaryota	0
Q96K19	2759	Eukaryota	0
Q8N4F7	2759	Eukaryota	0
Q8N7C7	2759	Eukaryota	0
Q9NRR4	2759	Eukaryota	0
Q9BQ52	2759	Eukaryota	0
P19474	33208	Metazoa	2
O75116	2759	Eukaryota	0
P51449	2759	Eukaryota	0
P05423	2759	Eukaryota	0
Q9H1D9	2759	Eukaryota	0
Q9BT43	2759	Eukaryota	0
Q2QD12	2759	Eukaryota	0
Q9UNE2	33208	Metazoa	2
P52815	2759	Eukaryota	0
Q96A35	2759	Eukaryota	0
Q9P0J6	2759	Eukaryota	0
Q6P161	2759	Eukaryota	0
O94763	2759	Eukaryota	0
Q8N8N0	33208	Metazoa	2
O76064	2759	Eukaryota	0
Q96LT9	2759	Eukaryota	0
Q01974	2759	Eukaryota	0
Q9H6T3	2759	Eukaryota	0
P52434	2759	Eukaryota	0
P61247	2759	Eukaryota	0
Q7Z7H8	2759	Eukaryota	0
Q9NRX2	2759	Eukaryota	0
Q4U2R6	33213	Bilateria	4
Q5T653	33208	Metazoa	2
Q96EL3	2759	Eukaryota	0
Q8TEB7	2759	Eukaryota	0
Q9BY78	2759	Eukaryota	0
O15446	33208	Metazoa	2
P08922	33208	Metazoa	2
Q16518	2759	Eukaryota	0
O15160	2759	Eukaryota	0
Q9Y3C5	2759	Eukaryota	0
P30876	2759	Eukaryota	0
Q9NVU0	2759	Eukaryota	0
Q92834	2759	Eukaryota	0
Q9H9Y2	2759	Eukaryota	0
Q9H7B2	2759	Eukaryota	0
Q8IYM2	2759	Eukaryota	0
P55000	33154	Opisthokonta	1
Q9BQ83	2759	Eukaryota	0
Q9BVS4	2759	Eukaryota	0
Q9NW08	2759	Eukaryota	0
Q8IUF8	2759	Eukaryota	0
Q6ZS17	33154	Opisthokonta	1
Q96MK2	2759	Eukaryota	0
Q99496	2759	Eukaryota	0
Q8NBT0	2759	Eukaryota	0
Q7Z5L7	2759	Eukaryota	0
Q5K4E3	2759	Eukaryota	0
Q8IUW5	6072	Eumetazoa	3
Q9UKY4	33154	Opisthokonta	1
O75817	2759	Eukaryota	0
Q15165	2759	Eukaryota	0
A0A0A6YYL3	33208	Metazoa	2
Q86YR6	2759	Eukaryota	0
A5A3E0	2759	Eukaryota	0
Q6S5H5	33208	Metazoa	2
Q6S545	2759	Eukaryota	0
A6NI47	33208	Metazoa	2
Q9BZL4	2759	Eukaryota	0
Q9H628	33208	Metazoa	2
P50120	2759	Eukaryota	0
P62140	2759	Eukaryota	0
P82980	2759	Eukaryota	0
Q96R05	2759	Eukaryota	0
Q9NVW2	2759	Eukaryota	0
P52198	33213	Bilateria	4
Q9BXT8	6072	Eumetazoa	3
Q9H777	2759	Eukaryota	0
P60602	2759	Eukaryota	0
Q9HAT0	2759	Eukaryota	0
Q9BZX4	2759	Eukaryota	0
Q9Y2J0	33208	Metazoa	2
O95602	2759	Eukaryota	0
P35398	2759	Eukaryota	0
Q92753	2759	Eukaryota	0
Q9GZS1	2759	Eukaryota	0
Q8TEU7	2759	Eukaryota	0
Q9H0U6	2759	Eukaryota	0
Q9BYD1	2759	Eukaryota	0
Q9UBS8	2759	Eukaryota	0
Q13464	2759	Eukaryota	0
Q96C74	2759	Eukaryota	0
Q9GZM3	2759	Eukaryota	0
Q3B726	2759	Eukaryota	0
P18077	2759	Eukaryota	0
Q9Y3U8	2759	Eukaryota	0
P62917	2759	Eukaryota	0
Q9NX20	2759	Eukaryota	0
O75394	2759	Eukaryota	0
P49406	2759	Eukaryota	0
Q13084	2759	Eukaryota	0
Q8N983	2759	Eukaryota	0
Q8WVZ7	2759	Eukaryota	0
O00237	2759	Eukaryota	0
Q9Y508	2759	Eukaryota	0
Q96MT1	2759	Eukaryota	0
Q8NCN4	6072	Eumetazoa	3
Q9H871	2759	Eukaryota	0
Q96G75	2759	Eukaryota	0
Q2KHN1	2759	Eukaryota	0
Q92730	33213	Bilateria	4
O43567	2759	Eukaryota	0
Q9Y225	2759	Eukaryota	0
Q08AM6	2759	Eukaryota	0
Q9HCJ6	33154	Opisthokonta	1
Q3ZAQ7	33208	Metazoa	2
Q7Z5H5	33213	Bilateria	4
Q96AW1	33213	Bilateria	4
Q709C8	2759	Eukaryota	0
Q5THJ4	33208	Metazoa	2
Q9GZP7	6072	Eumetazoa	3
Q8NFZ6	33213	Bilateria	4
A5D8V6	2759	Eukaryota	0
Q9Y2B5	33208	Metazoa	2
Q9H8Y1	33208	Metazoa	2
A8MXK1	33213	Bilateria	4
P58304	2759	Eukaryota	0
P02774	33213	Bilateria	4
Q7Z5K2	2759	Eukaryota	0
Q92558	2759	Eukaryota	0
A8K0Z3	2759	Eukaryota	0
O75554	2759	Eukaryota	0
Q8IZU2	33208	Metazoa	2
Q8NI36	2759	Eukaryota	0
A4D1P6	2759	Eukaryota	0
Q15061	2759	Eukaryota	0
Q5VTH9	2759	Eukaryota	0
Q8IWG1	2759	Eukaryota	0
Q9H1F0	33213	Bilateria	4
Q8TEU8	2759	Eukaryota	0
Q8TCV5	2759	Eukaryota	0
O95389	2759	Eukaryota	0
O00744	2759	Eukaryota	0
Q9H4A3	2759	Eukaryota	0
O95405	33154	Opisthokonta	1
Q9UJU3	2759	Eukaryota	0
P17025	2759	Eukaryota	0
P52740	2759	Eukaryota	0
Q7Z4V0	2759	Eukaryota	0
Q6P9A3	2759	Eukaryota	0
Q14966	2759	Eukaryota	0
P0C7X2	2759	Eukaryota	0
Q8NEP9	2759	Eukaryota	0
Q9HAH1	2759	Eukaryota	0
Q96JL9	2759	Eukaryota	0
Q9BU19	33154	Opisthokonta	1
Q96NL3	2759	Eukaryota	0
Q9BS31	33208	Metazoa	2
Q8N4W9	33154	Opisthokonta	1
P17014	2759	Eukaryota	0
Q96K83	2759	Eukaryota	0
Q9GZX5	2759	Eukaryota	0
Q9NW07	2759	Eukaryota	0
Q6P9A1	2759	Eukaryota	0
Q6ZSS3	2759	Eukaryota	0
Q96MN9	2759	Eukaryota	0
Q499Z4	2759	Eukaryota	0
Q5JPB2	2759	Eukaryota	0
Q08AG5	2759	Eukaryota	0
P17097	2759	Eukaryota	0
Q6ZMW2	2759	Eukaryota	0
Q9UL59	2759	Eukaryota	0
Q9BRI3	2759	Eukaryota	0
Q03923	2759	Eukaryota	0
Q3KQV3	2759	Eukaryota	0
Q86WZ6	2759	Eukaryota	0
Q6ZN08	2759	Eukaryota	0
P60852	2759	Eukaryota	0
Q96SZ4	2759	Eukaryota	0
O60688	2759	Eukaryota	0
Q9P2F9	2759	Eukaryota	0
A2RRD8	2759	Eukaryota	0
Q8N8H1	2759	Eukaryota	0
Q7RTV3	2759	Eukaryota	0
Q8N7K0	2759	Eukaryota	0
Q86UE3	2759	Eukaryota	0
Q8IVP9	2759	Eukaryota	0
O60304	2759	Eukaryota	0
Q3ZCT1	2759	Eukaryota	0
Q9H7R0	2759	Eukaryota	0
P52738	2759	Eukaryota	0
Q9H4Z2	2759	Eukaryota	0
Q96GC6	6072	Eumetazoa	3
Q8TA94	2759	Eukaryota	0
Q8TBZ8	2759	Eukaryota	0
Q9NV72	33154	Opisthokonta	1
Q8N184	2759	Eukaryota	0
Q5VIY5	2759	Eukaryota	0
Q5TYW1	2759	Eukaryota	0
Q6AZW8	2759	Eukaryota	0
Q96HQ0	2759	Eukaryota	0
Q6S9Z5	2759	Eukaryota	0
P16415	2759	Eukaryota	0
Q9Y462	2759	Eukaryota	0
Q8NAF0	33213	Bilateria	4
Q2M3X9	2759	Eukaryota	0
Q6ZN11	2759	Eukaryota	0
Q9Y5A6	2759	Eukaryota	0
Q9NX65	2759	Eukaryota	0
O43149	33208	Metazoa	2
Q96MP5	2759	Eukaryota	0
Q9P217	2759	Eukaryota	0
Q9HCJ5	2759	Eukaryota	0
P58557	2759	Eukaryota	0
Q6ZUG5	33208	Metazoa	2
Q9ULM3	2759	Eukaryota	0
Q9Y2A4	2759	Eukaryota	0
Q9UID6	2759	Eukaryota	0
Q15928	2759	Eukaryota	0
Q53GI3	2759	Eukaryota	0
Q9H8N7	33208	Metazoa	2
Q8N587	2759	Eukaryota	0
Q8IW36	2759	Eukaryota	0
Q9H7X3	2759	Eukaryota	0
Q5T619	2759	Eukaryota	0
Q8N554	33154	Opisthokonta	1
Q96JM2	2759	Eukaryota	0
Q86VK4	2759	Eukaryota	0
Q8IZM8	2759	Eukaryota	0
Q8N7M2	2759	Eukaryota	0
Q8N823	2759	Eukaryota	0
Q6PF04	2759	Eukaryota	0
Q7Z3I7	2759	Eukaryota	0
Q96C28	2759	Eukaryota	0
Q8TAQ5	2759	Eukaryota	0
P17021	2759	Eukaryota	0
Q6P280	2759	Eukaryota	0
B1APH4	33154	Opisthokonta	1
A6NFI3	2759	Eukaryota	0
Q7Z2F6	2759	Eukaryota	0
P17027	2759	Eukaryota	0
Q7L3S4	2759	Eukaryota	0
Q96I27	2759	Eukaryota	0
Q8TD23	2759	Eukaryota	0
Q5EBL2	2759	Eukaryota	0
B4DXR9	2759	Eukaryota	0
C9JN71	2759	Eukaryota	0
A8MT65	2759	Eukaryota	0
Q9UDY2	2759	Eukaryota	0
Q02386	2759	Eukaryota	0
O95049	2759	Eukaryota	0
Q9UC07	2759	Eukaryota	0
Q8TCW7	2759	Eukaryota	0
Q8NEW0	2759	Eukaryota	0
O75312	2759	Eukaryota	0
Q9C0D3	2759	Eukaryota	0
Q8NBB4	2759	Eukaryota	0
Q7Z7L9	2759	Eukaryota	0
Q9BR11	2759	Eukaryota	0
Q9BYJ9	2759	Eukaryota	0
P59817	33154	Opisthokonta	1
Q86YH2	2759	Eukaryota	0
Q8ND82	2759	Eukaryota	0
Q569K4	2759	Eukaryota	0
Q6AW86	2759	Eukaryota	0
Q9UGR2	33208	Metazoa	2
P43403	33208	Metazoa	2
Q9C0D4	33208	Metazoa	2
P0CH99	2759	Eukaryota	0
A8MUZ8	2759	Eukaryota	0
A6NP61	33208	Metazoa	2
Q86SH2	33208	Metazoa	2
B2RXF5	33213	Bilateria	4
O43298	2759	Eukaryota	0
A2A288	2759	Eukaryota	0
O95625	2759	Eukaryota	0
Q9NQZ6	2759	Eukaryota	0
O43829	2759	Eukaryota	0
Q53FD0	33208	Metazoa	2
Q96BR9	2759	Eukaryota	0
Q8N966	33213	Bilateria	4
Q9Y2K1	33154	Opisthokonta	1
Q6UX98	2759	Eukaryota	0
Q8N680	2759	Eukaryota	0
Q5TC79	2759	Eukaryota	0
Q15916	2759	Eukaryota	0
Q5SVQ8	2759	Eukaryota	0
Q9ULC8	2759	Eukaryota	0
O60315	2759	Eukaryota	0
P31629	2759	Eukaryota	0
Q5T1R4	2759	Eukaryota	0
Q9C0A1	2759	Eukaryota	0
Q15911	2759	Eukaryota	0
Q86UP3	2759	Eukaryota	0
Q8NB50	2759	Eukaryota	0
Q49AA0	2759	Eukaryota	0
P0C6A0	2759	Eukaryota	0
Q96EF9	33208	Metazoa	2
Q3SY52	2759	Eukaryota	0
Q9Y6X8	33154	Opisthokonta	1
Q15915	2759	Eukaryota	0
Q9H0C1	33208	Metazoa	2
Q969J2	2759	Eukaryota	0
Q96E35	2759	Eukaryota	0
Q5SVZ6	2759	Eukaryota	0
Q5H9K5	2759	Eukaryota	0
P51786	2759	Eukaryota	0
Q9UNY5	2759	Eukaryota	0
P49910	2759	Eukaryota	0
Q8IYN0	2759	Eukaryota	0
Q9H2Y7	33208	Metazoa	2
P52739	2759	Eukaryota	0
Q96ND8	2759	Eukaryota	0
Q2M218	2759	Eukaryota	0
Q8NA42	2759	Eukaryota	0
Q7Z340	2759	Eukaryota	0
Q5JVG8	2759	Eukaryota	0
Q96CS4	2759	Eukaryota	0
Q6P9G9	2759	Eukaryota	0
Q8NB15	2759	Eukaryota	0
Q96N95	2759	Eukaryota	0
Q8N9K5	2759	Eukaryota	0
Q9C0G0	2759	Eukaryota	0
Q96SK3	2759	Eukaryota	0
Q96K75	2759	Eukaryota	0
Q9BWM5	2759	Eukaryota	0
Q96N20	2759	Eukaryota	0
Q8WV37	2759	Eukaryota	0
Q8TF39	2759	Eukaryota	0
Q96H40	2759	Eukaryota	0
A8MTY0	2759	Eukaryota	0
Q96EG3	2759	Eukaryota	0
Q6PK81	2759	Eukaryota	0
Q8N7Q3	2759	Eukaryota	0
Q6ZN19	2759	Eukaryota	0
Q8N446	2759	Eukaryota	0
Q68DI1	2759	Eukaryota	0
O43345	2759	Eukaryota	0
Q9Y6M5	2759	Eukaryota	0
O75362	2759	Eukaryota	0
P51523	2759	Eukaryota	0
Q9P2Y4	2759	Eukaryota	0
Q03938	2759	Eukaryota	0
Q12836	33208	Metazoa	2
Q9UM01	2759	Eukaryota	0
Q9H869	2759	Eukaryota	0
O60844	2759	Eukaryota	0
Q8N9L1	2759	Eukaryota	0
Q12901	2759	Eukaryota	0
O95789	2759	Eukaryota	0
Q15697	2759	Eukaryota	0
Q9NS37	2759	Eukaryota	0
Q5VUA4	2759	Eukaryota	0
Q9BRH9	2759	Eukaryota	0
Q8IVC4	2759	Eukaryota	0
Q9Y2P7	2759	Eukaryota	0
Q96F45	33213	Bilateria	4
P59923	2759	Eukaryota	0
Q96N77	2759	Eukaryota	0
Q14593	2759	Eukaryota	0
O15015	2759	Eukaryota	0
Q8N9F8	2759	Eukaryota	0
Q6ZNG1	2759	Eukaryota	0
Q32MQ0	33154	Opisthokonta	1
P17020	2759	Eukaryota	0
Q86YE8	2759	Eukaryota	0
Q9H7R5	2759	Eukaryota	0
Q96JC4	2759	Eukaryota	0
Q08AN1	2759	Eukaryota	0
Q9BS34	2759	Eukaryota	0
Q9ULM2	2759	Eukaryota	0
Q8N8L2	2759	Eukaryota	0
Q9P2J8	2759	Eukaryota	0
A8MUV8	2759	Eukaryota	0
P0DKX0	2759	Eukaryota	0
A6NN14	2759	Eukaryota	0
B4DX44	2759	Eukaryota	0
P17030	2759	Eukaryota	0
P0CG23	2759	Eukaryota	0
Q9UL58	2759	Eukaryota	0
Q9UK12	33154	Opisthokonta	1
P35789	2759	Eukaryota	0
A6NK75	2759	Eukaryota	0
O43257	2759	Eukaryota	0
P10073	2759	Eukaryota	0
Q6WRX3	2759	Eukaryota	0
Q9H4T2	2759	Eukaryota	0
Q9UGI0	2759	Eukaryota	0
O95229	2759	Eukaryota	0
P98168	2759	Eukaryota	0
P98169	2759	Eukaryota	0
Q9H7M6	2759	Eukaryota	0
Q86U90	2759	Eukaryota	0
Q9H6B1	2759	Eukaryota	0
P0CI00	2759	Eukaryota	0
O75290	33208	Metazoa	2
A4D1E1	33208	Metazoa	2
Q96DT7	2759	Eukaryota	0
Q5TFG8	2759	Eukaryota	0
Q6ZSB9	2759	Eukaryota	0
P61129	33208	Metazoa	2
Q9H8X9	2759	Eukaryota	0
A1YPR0	2759	Eukaryota	0
Q9ULJ3	2759	Eukaryota	0
P24278	2759	Eukaryota	0
Q9HCK0	2759	Eukaryota	0
Q9Y2Y4	2759	Eukaryota	0
Q9UIJ5	2759	Eukaryota	0
Q9H0M4	2759	Eukaryota	0
Q504Y3	2759	Eukaryota	0
P17010	2759	Eukaryota	0
Q9UPR6	2759	Eukaryota	0
Q96KR1	2759	Eukaryota	0
Q9Y6Q3	2759	Eukaryota	0
Q16600	2759	Eukaryota	0
Q9H8G1	2759	Eukaryota	0
P58317	2759	Eukaryota	0
O75346	2759	Eukaryota	0
Q96SR6	2759	Eukaryota	0
O14709	2759	Eukaryota	0
P98182	2759	Eukaryota	0
Q92610	33154	Opisthokonta	1
O14978	2759	Eukaryota	0
Q9Y3S2	2759	Eukaryota	0
Q14586	2759	Eukaryota	0
Q14587	2759	Eukaryota	0
Q96LX8	2759	Eukaryota	0
Q5TEC3	2759	Eukaryota	0
Q14592	2759	Eukaryota	0
Q5CZA5	2759	Eukaryota	0
Q6ZMY9	2759	Eukaryota	0
Q6ECI4	2759	Eukaryota	0
O60281	2759	Eukaryota	0
Q8NB42	2759	Eukaryota	0
Q96RE9	2759	Eukaryota	0
Q8TF20	2759	Eukaryota	0
O95201	2759	Eukaryota	0
Q9UK33	33213	Bilateria	4
Q6ZMV8	2759	Eukaryota	0
Q9UEG4	2759	Eukaryota	0
A8MQ14	2759	Eukaryota	0
O14771	2759	Eukaryota	0
Q8IZ26	2759	Eukaryota	0
Q3KP31	2759	Eukaryota	0
O14863	2759	Eukaryota	0
P15621	2759	Eukaryota	0
Q3MJ62	2759	Eukaryota	0
P61236	2759	Eukaryota	0
Q8IVQ6	2759	Eukaryota	0
Q6PJT7	2759	Eukaryota	0
O15209	2759	Eukaryota	0
Q96MV8	2759	Eukaryota	0
Q8WTX9	2759	Eukaryota	0
Q8NAP3	2759	Eukaryota	0
O15062	33213	Bilateria	4
O15060	2759	Eukaryota	0
Q8IUH5	2759	Eukaryota	0
Q9H5U6	2759	Eukaryota	0
Q9H6R6	2759	Eukaryota	0
Q6NZY4	2759	Eukaryota	0
Q9P243	2759	Eukaryota	0
Q9NU63	2759	Eukaryota	0
Q5T4F4	33208	Metazoa	2
Q8NHY6	2759	Eukaryota	0
Q6ZN57	2759	Eukaryota	0
P17029	2759	Eukaryota	0
Q9BRR0	33213	Bilateria	4
Q96T25	2759	Eukaryota	0
Q5VZL5	2759	Eukaryota	0
Q9UJ78	2759	Eukaryota	0
A6NK53	2759	Eukaryota	0
Q14929	2759	Eukaryota	0
Q9ULJ6	2759	Eukaryota	0
Q9UJW8	2759	Eukaryota	0
P15622	2759	Eukaryota	0
Q5BKZ1	2759	Eukaryota	0
P52741	2759	Eukaryota	0
Q8N1G0	33154	Opisthokonta	1
Q9UJN7	2759	Eukaryota	0
Q96JF6	2759	Eukaryota	0
P52747	2759	Eukaryota	0
Q8NF99	2759	Eukaryota	0
Q9NSD4	2759	Eukaryota	0
Q969W8	2759	Eukaryota	0
Q9BYN7	2759	Eukaryota	0
Q92618	2759	Eukaryota	0
Q8N720	2759	Eukaryota	0
Q9HBT7	2759	Eukaryota	0
Q8N1W2	2759	Eukaryota	0
Q17R98	33208	Metazoa	2
Q96N58	2759	Eukaryota	0
Q6IQ21	2759	Eukaryota	0
O75123	2759	Eukaryota	0
Q6ZR52	2759	Eukaryota	0
Q86XU0	2759	Eukaryota	0
Q5SXM1	2759	Eukaryota	0
Q15935	2759	Eukaryota	0
O75373	2759	Eukaryota	0
Q147U1	2759	Eukaryota	0
P17035	2759	Eukaryota	0
P17039	2759	Eukaryota	0
Q5FWF6	2759	Eukaryota	0
Q6PG37	2759	Eukaryota	0
P21506	2759	Eukaryota	0
P17036	2759	Eukaryota	0
Q96GE5	2759	Eukaryota	0
Q2TB10	33154	Opisthokonta	1
Q9BS86	33213	Bilateria	4
Q8ND25	2759	Eukaryota	0
Q05996	33213	Bilateria	4
Q8IWY8	2759	Eukaryota	0
Q86W11	2759	Eukaryota	0
A6NGD5	2759	Eukaryota	0
O43264	2759	Eukaryota	0
P17040	2759	Eukaryota	0
P17032	2759	Eukaryota	0
Q9Y2Q1	2759	Eukaryota	0
P52737	2759	Eukaryota	0
Q8TF68	2759	Eukaryota	0
P52746	2759	Eukaryota	0
Q8N988	2759	Eukaryota	0
Q96NG5	2759	Eukaryota	0
Q9Y4E5	6072	Eumetazoa	3
Q86UK7	2759	Eukaryota	0
Q32M78	2759	Eukaryota	0
Q6NUN9	2759	Eukaryota	0
Q6ZN06	2759	Eukaryota	0
Q8N883	2759	Eukaryota	0
Q8N8J6	2759	Eukaryota	0
Q3MIS6	2759	Eukaryota	0
Q8N2I2	2759	Eukaryota	0
Q96NB3	2759	Eukaryota	0
Q5JNZ3	2759	Eukaryota	0
Q9NQZ8	2759	Eukaryota	0
A8K0R7	33213	Bilateria	4
Q96IR2	2759	Eukaryota	0
Q9ULD5	2759	Eukaryota	0
